x [um],y [um],Vmem [mV]
6.682105229861348050e+01,1.663963604424040810e+01,-3.584408683118544303e+01
8.494637457959717608e+01,1.605470792227242427e+01,-3.582697075071565251e+01
1.018573322761801876e+02,1.679150068951226515e+01,-3.575725346518027692e+01
5.065700583769645249e+01,2.429762127700793073e+01,-3.589849829795392822e+01
6.761476262156277528e+01,2.341316492874424071e+01,-3.588195407730002273e+01
8.513720858295779692e+01,2.342840625360588547e+01,-3.583906382346656727e+01
1.019161621845423298e+02,2.392970450222340872e+01,-3.576324337162455436e+01
3.443395125464804352e+01,3.519770083710881892e+01,-3.589771284747376967e+01
5.089291201510567220e+01,3.309512408840252107e+01,-3.591259435000366551e+01
6.777305677674863205e+01,3.275883677993162024e+01,-3.588231488481077491e+01
8.469719552553124231e+01,3.290266067860773802e+01,-3.579804348793955171e+01
1.018089869120431956e+02,3.337200183516362273e+01,-3.566593488628396358e+01
3.432494021269459239e+01,4.363111179283308161e+01,-3.591235448040607281e+01
5.068968460226865602e+01,4.262687109657755258e+01,-3.591388490522349031e+01
6.746816064927303103e+01,4.224716867673340914e+01,-3.585130275099304242e+01
8.466945162483069964e+01,4.232852339236139017e+01,-3.568137020099322854e+01
1.020757294758796547e+02,4.269217064575833831e+01,-3.540381464167204228e+01
1.892351116603597205e+01,5.413898200189923671e+01,-3.588699907732532779e+01
3.348991682397861069e+01,5.223417686648575398e+01,-3.592297800367524729e+01
5.083194159156803948e+01,5.237365594693191184e+01,-3.590188831631619593e+01
6.747919066900387008e+01,5.174455500957406429e+01,-3.578570140365472696e+01
8.476362077464597178e+01,5.167373986798401830e+01,-3.545226360641195384e+01
1.021661359183494540e+02,5.203958238955785731e+01,-3.482382556027925347e+01
1.365443292334086038e+02,5.161823209232048981e+01,-3.414200813987081062e+01
1.702637255210505529e+01,6.251981684122786476e+01,-3.590720640447177203e+01
3.364001623340146807e+01,6.150196437105918790e+01,-3.592664122687930472e+01
5.085184499624494947e+01,6.175065087672736297e+01,-3.588045398852671752e+01
6.778656198547544420e+01,6.150932830586801714e+01,-3.567668236012253402e+01
8.464798729068903071e+01,6.104999064992735924e+01,-3.506648939923502439e+01
1.021517851673985433e+02,6.138472392386426435e+01,-3.335849564888761876e+01
1.192726210732057268e+02,6.112926624129148223e+01,-3.081880170559973564e+01
1.365118569865990708e+02,6.088632294329670458e+01,-3.253664767315500228e+01
1.507212196120388796e+02,6.074744484605999162e+01,-3.359236384440880840e+01
1.664254008905086479e+01,7.156854461813298940e+01,-3.591682740883024394e+01
3.349860235086666194e+01,7.051487179362389668e+01,-3.592713553423082828e+01
5.068515948751922906e+01,7.110894902037237841e+01,-3.585426270800530091e+01
6.777993566744552822e+01,7.118038617404917545e+01,-3.554148201612451885e+01
8.485194859983157301e+01,7.058257254781820222e+01,-3.444540873247157009e+01
1.020630427210811888e+02,7.070519391543371057e+01,-3.032801343639535574e+01
1.192914890578334166e+02,7.056945219235883826e+01,-1.979822013897063471e+01
1.363783350910396734e+02,7.052958261534040219e+01,-2.791522460218281054e+01
1.523977221827059338e+02,7.009029404763050763e+01,-3.242799711883590419e+01
1.686370237648046810e+01,7.984311316788800639e+01,-3.591796629019348330e+01
3.368589125565188880e+01,7.991730448179791324e+01,-3.592513719932608041e+01
5.043841485455719464e+01,8.047715596933774407e+01,-3.583008107848154111e+01
6.778072162902903131e+01,8.059596721815434250e+01,-3.540307959646340663e+01
8.504831125506896683e+01,8.008571147352168396e+01,-3.362365561024905958e+01
1.020569867454130133e+02,8.015979594568273114e+01,-2.386295449330772200e+01
1.190994166470175486e+02,7.997642244277805901e+01,-5.920800413616255753e+00
1.363392187019897790e+02,7.995811335760571126e+01,-1.651817923114783682e+01
1.533026119134449630e+02,7.958662405415468299e+01,-3.101252613699244876e+01
1.742132535579710151e+01,8.972300397730712973e+01,-3.593329018337237812e+01
3.373659575734660621e+01,8.959111837850034021e+01,-3.592295364163098270e+01
5.057968110868013412e+01,8.981805385780894824e+01,-3.581005238770924137e+01
6.771820579291427578e+01,8.992355272285257684e+01,-3.530556694038001808e+01
8.503505450297065238e+01,8.954729885286570834e+01,-3.288182302453107297e+01
1.019327113376135969e+02,8.975111801171179593e+01,-1.356720197716453669e+01
1.188054171821561766e+02,8.944598673988308235e+01,-8.596198813046587617e+00
1.361857948082036955e+02,8.927714187902287790e+01,-7.767317699276295784e+00
1.527452228106350560e+02,8.924721648434311305e+01,-2.944323144339552911e+01
1.605777338275559529e+01,9.718660310465182306e+01,-3.592740747649639843e+01
3.357834322286902307e+01,9.918797865327579188e+01,-3.592086050461657720e+01
5.056783600528432743e+01,9.925971113765383791e+01,-3.580529087474443628e+01
6.784287443415455243e+01,9.925728237920472452e+01,-3.527631414388993392e+01
8.482473411496050630e+01,9.901193793800233323e+01,-3.271626557267538971e+01
1.018593795596894296e+02,9.931574977363681000e+01,-9.922709540447423038e+00
1.188439378481806159e+02,9.888897165973752124e+01,-9.168083693767572484e+00
1.361334292810781790e+02,9.862922129543065353e+01,-7.385890241982713711e+00
1.528238378849287358e+02,9.921581265993789600e+01,-2.930585082760262949e+01
1.711567005134352826e+01,1.082634073129491270e+02,-3.591206765975569937e+01
3.326882157866779011e+01,1.084581684768118066e+02,-3.591818042088992513e+01
5.055597666226658049e+01,1.085743811587376229e+02,-3.581495693307150674e+01
6.793248595281005464e+01,1.086142508845800734e+02,-3.533855576511273000e+01
8.493244208700484421e+01,1.085690458135680103e+02,-3.319112013112712845e+01
1.019641896135594124e+02,1.086967606226176457e+02,-1.735960013656739065e+01
1.191343409813967327e+02,1.083575320078325461e+02,-6.834802266410155092e+00
1.360276672657367669e+02,1.079510636256118090e+02,-1.442227310162424381e+01
1.520149337578651796e+02,1.089658558034390552e+02,-3.026756260364276230e+01
1.881824381610392649e+01,1.170511314663085187e+02,-3.589111428527115066e+01
3.301231024345440801e+01,1.182016402963535029e+02,-3.591350845070088837e+01
5.066744563161068982e+01,1.178171644733400427e+02,-3.583296921051133666e+01
6.782190514205888121e+01,1.180219498096101063e+02,-3.546977143108939856e+01
8.500913516383317869e+01,1.179824567398121928e+02,-3.403598152674400978e+01
1.021539942312968634e+02,1.181514061946265599e+02,-2.814406088508716408e+01
1.192528964877933930e+02,1.176405445073379354e+02,-1.581170670400841871e+01
1.366967195752441455e+02,1.178224198082660905e+02,-2.707033428124715257e+01
1.501483294001667161e+02,1.175732542186461131e+02,-3.139078622875131330e+01
3.427821963658053761e+01,1.272070721603376882e+02,-3.590207129242421047e+01
5.078907442729270372e+01,1.273289295509543990e+02,-3.585306101108113097e+01
6.783686459532825097e+01,1.275049372721211256e+02,-3.560589575592044298e+01
8.500371302943466389e+01,1.273660788544879807e+02,-3.478360514748021615e+01
1.023308847758043783e+02,1.275500735308519893e+02,-3.263254981643856212e+01
1.192576687850833679e+02,1.271162181533374991e+02,-3.008620577206967894e+01
1.355496591366998587e+02,1.265887824967924473e+02,-3.142276020382354318e+01
3.456217894137245850e+01,1.365278482386344763e+02,-3.588875193749431247e+01
5.063397675312851476e+01,1.368609813748709030e+02,-3.586603608483129335e+01
6.782751784139156825e+01,1.370366510509661850e+02,-3.571343730583740950e+01
8.517556815640702439e+01,1.367991322739473503e+02,-3.526447671645087922e+01
1.024214182845711036e+02,1.370366331646878848e+02,-3.438147712527274535e+01
1.192944809620693718e+02,1.368573899612417222e+02,-3.350429063567090537e+01
1.355269162511308423e+02,1.356434990692617646e+02,-3.325851871666345261e+01
5.069352712348840839e+01,1.457413079353422916e+02,-3.586120507009542280e+01
6.771369767528867101e+01,1.464385502761458611e+02,-3.577232493344393305e+01
8.484856200746257571e+01,1.463410579589431961e+02,-3.553863845971679325e+01
1.024343118015648599e+02,1.467489416831532765e+02,-3.509932146611072312e+01
1.185078181583397452e+02,1.456187195683629341e+02,-3.450961069289309791e+01
6.774666967019824426e+01,1.551988383053713960e+02,-3.577917665571784767e+01
8.543471107643927098e+01,1.557242375034446979e+02,-3.563477666343135297e+01
1.011767019184534178e+02,1.554661520966266721e+02,-3.538094755477198561e+01
5.858073697939220636e+01,2.020973228208064043e+01,-3.588639293244520445e+01
7.615741741679180166e+01,1.846297404513854090e+01,-3.586587033154945203e+01
9.367046335939402013e+01,1.825957236522042848e+01,-3.581191039842597235e+01
1.110040637783494901e+02,2.104953361116172772e+01,-3.573904123189083748e+01
4.298644215999939178e+01,2.957581245104966428e+01,-3.590476039047967305e+01
5.921076413521736015e+01,2.858315794863280246e+01,-3.590161010019400578e+01
7.635122396570392311e+01,2.780200002945238680e+01,-3.586389100235595606e+01
9.335831218685549970e+01,2.818406079716557855e+01,-3.578004524038679790e+01
2.728790258338452546e+01,4.072855941443399530e+01,-3.588400561999485916e+01
4.238560785892139648e+01,3.815697581656841919e+01,-3.591628771671368270e+01
5.914126419617844022e+01,3.783493577495447369e+01,-3.589996067366587340e+01
7.608139639607550464e+01,3.745015277855995350e+01,-3.582301674444711637e+01
9.326889734531543752e+01,3.784980905243349270e+01,-3.565523308682949732e+01
2.468143628950427271e+01,4.798302819419665610e+01,-3.590451565139361634e+01
4.256751541094452307e+01,4.771666148790324513e+01,-3.592128016952201364e+01
5.896069529743422777e+01,4.734107931854078544e+01,-3.587900845110083026e+01
7.604378862713119247e+01,4.692920496290064136e+01,-3.572920416487477269e+01
9.347146659890125875e+01,4.721738046618623486e+01,-3.537762199474286717e+01
1.435179120612517920e+02,4.769882204309382701e+01,-3.458461778139924547e+01
2.548208922243913577e+01,5.738933824163331821e+01,-3.591662808466013246e+01
4.217640705067375961e+01,5.689427694540677294e+01,-3.591944929565591593e+01
5.933717086901649651e+01,5.701497762078836473e+01,-3.583517608391360909e+01
7.604284998205798729e+01,5.639418967362759361e+01,-3.556699650592756967e+01
9.346266197334244907e+01,5.655611020097511243e+01,-3.483005518300129211e+01
1.278606151170731806e+02,5.647066783651312250e+01,-3.291921995769288856e+01
1.451359755788372752e+02,5.538848434125036135e+01,-3.396709076316795972e+01
2.463656862161908023e+01,6.637561077873105830e+01,-3.592557660044430179e+01
4.221208467494427197e+01,6.609780288556859773e+01,-3.591127698618682018e+01
5.934713424738479404e+01,6.658621220652342743e+01,-3.577730445482121269e+01
7.623403316349926229e+01,6.610382145920328867e+01,-3.531256983102164781e+01
9.336555481365338949e+01,6.585464822371670834e+01,-3.383543540490826729e+01
1.107476916126996684e+02,6.604101788864758760e+01,-2.933961079121599624e+01
1.278423590996559369e+02,6.580842157242679491e+01,-2.854678022549053651e+01
1.446224460876069031e+02,6.550143427465967250e+01,-3.239847829378449262e+01
2.513969678211207892e+01,7.537161618182665279e+01,-3.592980900064512184e+01
4.203660384696711816e+01,7.535775187957479204e+01,-3.590161260921135522e+01
5.911482493583697817e+01,7.603973596056472672e+01,-3.571729654329737969e+01
7.638850999012271359e+01,7.567098108488791297e+01,-3.499030207121877822e+01
9.351986495828907664e+01,7.530843631988014408e+01,-3.209567342000850942e+01
1.106399609783358642e+02,7.542119729017744589e+01,-1.713585493804874815e+01
1.278115332275928608e+02,7.523833626311258627e+01,-1.163723384418554652e+01
1.450986575103131315e+02,7.524737582181001017e+01,-2.963703239131994138e+01
1.327240598401189864e+01,8.704775234182366717e+01,-3.588368486154945458e+01
2.538108419722402331e+01,8.463837428920342631e+01,-3.593302325425241150e+01
4.199122688269812897e+01,8.487375790943367804e+01,-3.589244215542511540e+01
5.911392621274985260e+01,8.532968724119147907e+01,-3.566389263306636082e+01
7.644315035980284279e+01,8.508042869577829492e+01,-3.467823030387259564e+01
9.358832341297764401e+01,8.485107267753485871e+01,-2.954156305575466845e+01
1.104379684157529766e+02,8.488810340886622896e+01,-5.163898304774670045e+00
1.275229392351036495e+02,8.461494281506037396e+01,-6.750674761016776770e+00
1.450463581780625759e+02,8.448078405959410020e+01,-2.597869307047289311e+01
2.543014064230196070e+01,9.438042735960952712e+01,-3.593333737578906550e+01
4.214267044553769637e+01,9.439635407941386802e+01,-3.588598680428376753e+01
5.912507018551892202e+01,9.469619499845488519e+01,-3.563661681624601130e+01
7.635495348065518328e+01,9.442301877214880790e+01,-3.451344418251427726e+01
9.343079536372087546e+01,9.440559846923432019e+01,-2.751817915609736076e+01
1.102878623668123055e+02,9.444717324595031016e+01,-7.288042012617438559e+00
1.274111537112812442e+02,9.394811012147391693e+01,-8.157921890254739239e+00
1.448861067320987388e+02,9.408641890908631922e+01,-2.365655443520984846e+01
2.440032370927657723e+01,1.035785559767606827e+02,-3.592850829692886805e+01
4.198593307097758043e+01,1.038878779650494266e+02,-3.588628572634985403e+01
5.925148743305830834e+01,1.039888766988105431e+02,-3.564251728917351159e+01
7.644443546468968975e+01,1.039230630438290319e+02,-3.456063941811330409e+01
9.330490709702959862e+01,1.038346861240035963e+02,-2.819392105174371466e+01
1.104733652268488555e+02,1.039281037201305935e+02,-6.798987288842995191e+00
1.274620831055529635e+02,1.033067071593859083e+02,-7.183449680953038374e+00
1.449332253548926701e+02,1.034256605457215272e+02,-2.530503566689286643e+01
2.520340397367265339e+01,1.130893004211119006e+02,-3.591663816246269647e+01
4.174218917620401470e+01,1.132417663447830449e+02,-3.589080744973313841e+01
5.928703779662698992e+01,1.132756137978718840e+02,-3.568283296547561179e+01
7.644282493105801279e+01,1.134030006102323540e+02,-3.482638648313633922e+01
9.355099156655619197e+01,1.132521581536844195e+02,-3.074788636013122201e+01
1.105866217839280239e+02,1.133097576248949423e+02,-1.033563847391149437e+01
1.279271407715468882e+02,1.127722843925654530e+02,-9.397935156885832697e+00
1.439308435823346599e+02,1.128494588529457729e+02,-2.838523698116732064e+01
2.436810545520160076e+01,1.231611344934546111e+02,-3.590356648603260226e+01
4.227266446901069230e+01,1.224659871585545403e+02,-3.589193243682244372e+01
5.926531367820956575e+01,1.227159377378053620e+02,-3.574048299088402558e+01
7.637924280201794147e+01,1.227806741888343254e+02,-3.516119701400231889e+01
9.361034559566456892e+01,1.226213108939447096e+02,-3.312037434098127875e+01
1.108055424499057864e+02,1.227192208573928411e+02,-2.780666402263777215e+01
1.276688277450887199e+02,1.219174185139959405e+02,-2.670774103517937803e+01
1.450925096992214662e+02,1.234761853614669178e+02,-3.167649109650318806e+01
2.754492292438121481e+01,1.305028994914741247e+02,-3.588497004212079844e+01
4.229728777357704672e+01,1.321545287654286653e+02,-3.589163910604965935e+01
5.933465411320124616e+01,1.322647126373691435e+02,-3.579265077240211212e+01
7.645432685551870122e+01,1.321643398561557490e+02,-3.543687170477178228e+01
9.374170360557350534e+01,1.319080471499737257e+02,-3.445238206843723106e+01
1.109159554977472624e+02,1.323015739783902802e+02,-3.288961705948715775e+01
1.274910306285174926e+02,1.313868542740379723e+02,-3.224586593511659061e+01
1.418820852229584659e+02,1.307874698082184750e+02,-3.282119024507133531e+01
4.233534810222307243e+01,1.412702675267591417e+02,-3.588318472470685094e+01
5.900750471302403355e+01,1.417764206527942576e+02,-3.582636515637479135e+01
7.648143220750962712e+01,1.414104736115355365e+02,-3.561815202534453562e+01
9.380717260262113655e+01,1.411525274230744742e+02,-3.512880342740709239e+01
1.107159942688937093e+02,1.421386272113878135e+02,-3.450139520951329786e+01
1.277097933969363339e+02,1.399112451749284389e+02,-3.374270606312482812e+01
5.964877044869403733e+01,1.506115007429900743e+02,-3.582420363696743948e+01
7.609199467937041561e+01,1.505321670465182819e+02,-3.570984547241035045e+01
9.348603202879503726e+01,1.499500849798789659e+02,-3.543718044417885693e+01
1.099777505034642076e+02,1.513716154841764308e+02,-3.505884546543848757e+01
7.699216099290229920e+01,1.575688402822644036e+02,-3.571685505816930828e+01
9.351195624418036800e+01,1.576872362068981204e+02,-3.553252138532862858e+01
